,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DoW,channel_code,is_correct_lang
1370,a100001141,02-01-2018,Instagram,control,FALSE,English,English,0-18 years,01-01-2018,,Instagram,TRUE,0,2,Yes
1371,a100001142,01-01-2018,Facebook,personalization,TRUE,English,English,0-18 years,01-01-2018,,Facebook,TRUE,0,3,Yes
1372,a100001142,02-01-2018,Instagram,control,FALSE,English,English,19-24 years,01-01-2018,,Facebook,TRUE,0,3,Yes
1373,a100001143,01-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,01-01-2018,,Instagram,TRUE,0,2,Yes
1374,a100001143,02-01-2018,Facebook,control,FALSE,English,English,24-30 years,01-01-2018,,Instagram,TRUE,0,2,Yes
1375,a100001144,02-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,02-01-2018,,Instagram,TRUE,1,2,Yes
1376,a100001144,02-01-2018,House Ads,control,FALSE,English,English,30-36 years,02-01-2018,,Instagram,TRUE,1,2,Yes
1377,a100001145,02-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,02-01-2018,,Facebook,TRUE,1,3,Yes
1378,a100001145,03-01-2018,House Ads,control,FALSE,English,English,36-45 years,02-01-2018,,Facebook,TRUE,1,3,Yes
1379,a100001146,02-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,02-01-2018,,Instagram,TRUE,1,2,Yes
1380,a100001146,03-01-2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,02-01-2018,,Instagram,TRUE,1,2,Yes
1381,a100001147,02-01-2018,Email,personalization,TRUE,English,English,19-24 years,02-01-2018,,Email,TRUE,1,4,Yes
1382,a100001147,03-01-2018,Push,control,FALSE,English,English,0-18 years,02-01-2018,,Email,TRUE,1,4,Yes
1383,a100001148,02-01-2018,Push,personalization,TRUE,English,English,0-18 years,02-01-2018,,Push,TRUE,1,5,Yes
1384,a100001148,03-01-2018,Facebook,control,FALSE,English,English,19-24 years,02-01-2018,,Push,TRUE,1,5,Yes
1385,a100001149,03-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,03-01-2018,,Facebook,TRUE,2,3,Yes
1386,a100001149,03-01-2018,Instagram,control,FALSE,English,English,24-30 years,03-01-2018,,Facebook,TRUE,2,3,Yes
1387,a100001150,03-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1388,a100001150,03-01-2018,Instagram,control,FALSE,English,English,30-36 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1389,a100001151,03-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,03-01-2018,,Facebook,TRUE,2,3,Yes
1390,a100001151,03-01-2018,Facebook,control,FALSE,English,English,36-45 years,03-01-2018,,Facebook,TRUE,2,3,Yes
1391,a100001152,03-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1392,a100001152,04-01-2018,House Ads,control,FALSE,English,English,45-55 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1393,a100001153,03-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1394,a100001153,04-01-2018,House Ads,control,FALSE,English,English,0-18 years,03-01-2018,,Instagram,TRUE,2,2,Yes
1395,a100001154,04-01-2018,Facebook,personalization,TRUE,English,English,0-18 years,04-01-2018,11-04-2018,Facebook,FALSE,3,3,Yes
1396,a100001154,04-01-2018,House Ads,control,FALSE,English,English,19-24 years,04-01-2018,11-04-2018,Facebook,FALSE,3,3,Yes
1397,a100001155,04-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,04-01-2018,29-01-2018,Instagram,FALSE,3,2,Yes
1398,a100001155,04-01-2018,Push,control,FALSE,English,English,24-30 years,04-01-2018,29-01-2018,Instagram,FALSE,3,2,Yes
1399,a100001156,04-01-2018,Email,personalization,TRUE,English,English,24-30 years,04-01-2018,10-01-2018,Email,FALSE,3,4,Yes
1400,a100001156,04-01-2018,Facebook,control,FALSE,English,English,30-36 years,04-01-2018,10-01-2018,Email,FALSE,3,4,Yes
1401,a100001157,04-01-2018,Push,personalization,TRUE,English,English,19-24 years,04-01-2018,08-04-2018,Push,FALSE,3,5,Yes
1402,a100001157,04-01-2018,Instagram,control,FALSE,English,English,36-45 years,04-01-2018,08-04-2018,Push,FALSE,3,5,Yes
1403,a100001158,04-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,04-01-2018,18-02-2018,Facebook,FALSE,3,3,Yes
1404,a100001158,04-01-2018,Instagram,control,FALSE,English,English,45-55 years,04-01-2018,18-02-2018,Facebook,FALSE,3,3,Yes
1405,a100001159,04-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,04-01-2018,06-02-2018,Instagram,FALSE,3,2,Yes
1406,a100001159,05-01-2018,Facebook,control,FALSE,English,English,0-18 years,04-01-2018,06-02-2018,Instagram,FALSE,3,2,Yes
1407,a100001160,05-01-2018,Facebook,personalization,TRUE,English,English,0-18 years,05-01-2018,13-01-2018,Facebook,FALSE,4,3,Yes
1408,a100001160,05-01-2018,House Ads,control,FALSE,Spanish,Spanish,19-24 years,05-01-2018,13-01-2018,Facebook,FALSE,4,3,Yes
1409,a100001161,05-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,05-01-2018,10-02-2018,Instagram,FALSE,4,2,Yes
1410,a100001161,05-01-2018,House Ads,control,FALSE,English,English,24-30 years,05-01-2018,10-02-2018,Instagram,FALSE,4,2,Yes
1411,a100001162,05-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,05-01-2018,04-02-2018,Instagram,FALSE,4,2,Yes
1412,a100001162,05-01-2018,House Ads,control,FALSE,English,English,30-36 years,05-01-2018,04-02-2018,Instagram,FALSE,4,2,Yes
1413,a100001163,05-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,05-01-2018,,Facebook,TRUE,4,3,Yes
1414,a100001163,05-01-2018,Push,control,FALSE,English,English,36-45 years,05-01-2018,,Facebook,TRUE,4,3,Yes
1415,a100001164,05-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,05-01-2018,,Instagram,TRUE,4,2,Yes
1416,a100001164,05-01-2018,Facebook,control,FALSE,English,English,45-55 years,05-01-2018,,Instagram,TRUE,4,2,Yes
1417,a100001165,06-01-2018,Email,personalization,TRUE,English,English,19-24 years,06-01-2018,,Email,TRUE,5,4,Yes
1418,a100001165,05-01-2018,Instagram,control,FALSE,English,English,0-18 years,06-01-2018,,Email,TRUE,5,4,Yes
1419,a100001166,06-01-2018,Push,personalization,TRUE,English,English,0-18 years,06-01-2018,03-04-2018,Push,FALSE,5,5,Yes
1420,a100001166,06-01-2018,Instagram,control,FALSE,English,English,19-24 years,06-01-2018,03-04-2018,Push,FALSE,5,5,Yes
1421,a100001167,06-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,06-01-2018,04-02-2018,Facebook,FALSE,5,3,Yes
1422,a100001167,06-01-2018,Facebook,control,FALSE,English,English,24-30 years,06-01-2018,04-02-2018,Facebook,FALSE,5,3,Yes
1423,a100001168,06-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,06-01-2018,11-02-2018,Instagram,FALSE,5,2,Yes
1424,a100001168,06-01-2018,House Ads,control,FALSE,English,English,30-36 years,06-01-2018,11-02-2018,Instagram,FALSE,5,2,Yes
1425,a100001169,06-01-2018,Facebook,personalization,TRUE,English,English,30-36 years,06-01-2018,19-02-2018,Facebook,FALSE,5,3,Yes
1426,a100001169,06-01-2018,House Ads,control,FALSE,English,English,36-45 years,06-01-2018,19-02-2018,Facebook,FALSE,5,3,Yes
1427,a100001170,07-01-2018,Instagram,personalization,TRUE,English,English,36-45 years,07-01-2018,05-04-2018,Instagram,FALSE,6,2,Yes
1428,a100001170,06-01-2018,House Ads,control,FALSE,English,English,45-55 years,07-01-2018,05-04-2018,Instagram,FALSE,6,2,Yes
1429,a100001171,07-01-2018,Instagram,personalization,TRUE,English,English,45-55 years,07-01-2018,16-04-2018,Instagram,FALSE,6,2,Yes
1430,a100001171,06-01-2018,Push,control,FALSE,English,English,0-18 years,07-01-2018,16-04-2018,Instagram,FALSE,6,2,Yes
1431,a100001172,07-01-2018,Facebook,personalization,TRUE,English,English,55+ years,07-01-2018,17-03-2018,Facebook,FALSE,6,3,Yes
1432,a100001172,06-01-2018,Facebook,control,FALSE,English,English,19-24 years,07-01-2018,17-03-2018,Facebook,FALSE,6,3,Yes
1433,a100001173,07-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,07-01-2018,06-03-2018,Instagram,FALSE,6,2,Yes
1434,a100001173,07-01-2018,Instagram,control,FALSE,English,English,24-30 years,07-01-2018,06-03-2018,Instagram,FALSE,6,2,Yes
1435,a100001174,07-01-2018,Email,personalization,TRUE,English,English,19-24 years,07-01-2018,04-03-2018,Email,FALSE,6,4,Yes
1436,a100001174,07-01-2018,Instagram,control,FALSE,English,English,30-36 years,07-01-2018,04-03-2018,Email,FALSE,6,4,Yes
1437,a100001175,08-01-2018,Push,personalization,TRUE,English,English,24-30 years,08-01-2018,,Push,TRUE,0,5,Yes
1438,a100001175,07-01-2018,Facebook,control,FALSE,English,English,36-45 years,08-01-2018,,Push,TRUE,0,5,Yes
1439,a100001176,08-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,08-01-2018,,Facebook,TRUE,0,3,Yes
1440,a100001176,07-01-2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,08-01-2018,,Facebook,TRUE,0,3,Yes
1441,a100001177,08-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,08-01-2018,,Instagram,TRUE,0,2,Yes
1442,a100001177,07-01-2018,House Ads,control,FALSE,English,English,0-18 years,08-01-2018,,Instagram,TRUE,0,2,Yes
1443,a100001178,08-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,08-01-2018,,Facebook,TRUE,0,3,Yes
1444,a100001178,07-01-2018,House Ads,control,FALSE,Spanish,Spanish,19-24 years,08-01-2018,,Facebook,TRUE,0,3,Yes
1445,a100001179,08-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,08-01-2018,,Instagram,TRUE,0,2,Yes
1446,a100001179,08-01-2018,Push,control,FALSE,English,English,24-30 years,08-01-2018,,Instagram,TRUE,0,2,Yes
1447,a100001180,08-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,08-01-2018,17-04-2018,Instagram,FALSE,0,2,Yes
1448,a100001180,08-01-2018,Facebook,control,FALSE,English,English,30-36 years,08-01-2018,17-04-2018,Instagram,FALSE,0,2,Yes
1449,a100001181,09-01-2018,Facebook,personalization,TRUE,English,English,24-30 years,09-01-2018,06-03-2018,Facebook,FALSE,1,3,Yes
1450,a100001181,08-01-2018,Instagram,control,FALSE,English,English,36-45 years,09-01-2018,06-03-2018,Facebook,FALSE,1,3,Yes
1451,a100001182,09-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,09-01-2018,06-02-2018,Instagram,FALSE,1,2,Yes
1452,a100001182,08-01-2018,Instagram,control,FALSE,English,English,45-55 years,09-01-2018,06-02-2018,Instagram,FALSE,1,2,Yes
1453,a100001183,09-01-2018,Email,personalization,TRUE,English,English,19-24 years,09-01-2018,11-01-2018,Email,FALSE,1,4,Yes
1454,a100001183,08-01-2018,Facebook,control,FALSE,English,English,0-18 years,09-01-2018,11-01-2018,Email,FALSE,1,4,Yes
1455,a100001184,09-01-2018,Push,personalization,TRUE,English,English,19-24 years,09-01-2018,03-03-2018,Push,FALSE,1,5,Yes
1456,a100001184,08-01-2018,House Ads,control,FALSE,English,English,19-24 years,09-01-2018,03-03-2018,Push,FALSE,1,5,Yes
1457,a100001185,09-01-2018,Facebook,personalization,TRUE,English,English,0-18 years,09-01-2018,26-03-2018,Facebook,FALSE,1,3,Yes
1458,a100001185,08-01-2018,House Ads,control,FALSE,Spanish,Spanish,24-30 years,09-01-2018,26-03-2018,Facebook,FALSE,1,3,Yes
1459,a100001186,09-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,09-01-2018,05-04-2018,Instagram,FALSE,1,2,Yes
1460,a100001186,09-01-2018,House Ads,control,FALSE,English,English,30-36 years,09-01-2018,05-04-2018,Instagram,FALSE,1,2,Yes
1461,a100001187,10-01-2018,Facebook,personalization,TRUE,English,English,24-30 years,10-01-2018,23-03-2018,Facebook,FALSE,2,3,Yes
1462,a100001187,09-01-2018,Push,control,FALSE,English,English,36-45 years,10-01-2018,23-03-2018,Facebook,FALSE,2,3,Yes
1463,a100001188,10-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,10-01-2018,25-01-2018,Instagram,FALSE,2,2,Yes
1464,a100001188,09-01-2018,Facebook,control,FALSE,English,English,45-55 years,10-01-2018,25-01-2018,Instagram,FALSE,2,2,Yes
1465,a100001189,10-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,10-01-2018,,Instagram,TRUE,2,2,Yes
1466,a100001189,09-01-2018,Instagram,control,FALSE,English,English,0-18 years,10-01-2018,,Instagram,TRUE,2,2,Yes
1467,a100001190,10-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,10-01-2018,,Facebook,TRUE,2,3,Yes
1468,a100001190,09-01-2018,Instagram,control,FALSE,English,English,19-24 years,10-01-2018,,Facebook,TRUE,2,3,Yes
1469,a100001191,10-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,10-01-2018,,Instagram,TRUE,2,2,Yes
1470,a100001191,09-01-2018,Facebook,control,FALSE,English,English,24-30 years,10-01-2018,,Instagram,TRUE,2,2,Yes
1471,a100001192,10-01-2018,Email,personalization,FALSE,English,English,19-24 years,10-01-2018,,Email,TRUE,2,4,Yes
1472,a100001192,09-01-2018,House Ads,control,FALSE,English,English,30-36 years,10-01-2018,,Email,TRUE,2,4,Yes
1473,a100001193,11-01-2018,Push,personalization,TRUE,English,English,24-30 years,11-01-2018,,Push,TRUE,3,5,Yes
1474,a100001193,10-01-2018,House Ads,control,FALSE,English,English,36-45 years,11-01-2018,,Push,TRUE,3,5,Yes
1475,a100001194,11-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,11-01-2018,,Facebook,TRUE,3,3,Yes
1476,a100001194,10-01-2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,11-01-2018,,Facebook,TRUE,3,3,Yes
1477,a100001195,11-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,11-01-2018,,Instagram,TRUE,3,2,Yes
1478,a100001195,10-01-2018,Push,control,FALSE,English,English,0-18 years,11-01-2018,,Instagram,TRUE,3,2,Yes
1479,a100001196,11-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,11-01-2018,,Facebook,TRUE,3,3,Yes
1480,a100001196,10-01-2018,Facebook,control,FALSE,English,English,19-24 years,11-01-2018,,Facebook,TRUE,3,3,Yes
1481,a100001197,11-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,11-01-2018,,Instagram,TRUE,3,2,Yes
1482,a100001197,10-01-2018,Instagram,control,FALSE,English,English,24-30 years,11-01-2018,,Instagram,TRUE,3,2,Yes
1483,a100001198,11-01-2018,Email,personalization,FALSE,English,English,19-24 years,11-01-2018,24-02-2018,Email,FALSE,3,4,Yes
1484,a100001198,10-01-2018,Instagram,control,FALSE,English,English,30-36 years,11-01-2018,24-02-2018,Email,FALSE,3,4,Yes
1485,a100001199,12-01-2018,Push,personalization,TRUE,English,English,24-30 years,12-01-2018,24-03-2018,Push,FALSE,4,5,Yes
1486,a100001199,10-01-2018,Facebook,control,FALSE,English,English,36-45 years,12-01-2018,24-03-2018,Push,FALSE,4,5,Yes
1487,a100001200,12-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,12-01-2018,17-01-2018,Facebook,FALSE,4,3,Yes
1488,a100001200,11-01-2018,House Ads,control,FALSE,English,English,45-55 years,12-01-2018,17-01-2018,Facebook,FALSE,4,3,Yes
1489,a100001201,12-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,12-01-2018,30-01-2018,Instagram,FALSE,4,2,Yes
1490,a100001201,11-01-2018,House Ads,control,FALSE,English,English,0-18 years,12-01-2018,30-01-2018,Instagram,FALSE,4,2,Yes
1491,a100001202,12-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,12-01-2018,20-04-2018,Facebook,FALSE,4,3,Yes
1492,a100001202,11-01-2018,House Ads,control,FALSE,English,English,19-24 years,12-01-2018,20-04-2018,Facebook,FALSE,4,3,Yes
1493,a100001203,12-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,12-01-2018,07-02-2018,Instagram,FALSE,4,2,Yes
1494,a100001203,11-01-2018,Push,control,FALSE,English,English,24-30 years,12-01-2018,07-02-2018,Instagram,FALSE,4,2,Yes
1495,a100001204,13-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,13-01-2018,22-04-2018,Instagram,FALSE,5,2,Yes
1496,a100001204,11-01-2018,Facebook,control,FALSE,English,English,30-36 years,13-01-2018,22-04-2018,Instagram,FALSE,5,2,Yes
1497,a100001205,13-01-2018,Facebook,personalization,TRUE,English,English,24-30 years,13-01-2018,10-03-2018,Facebook,FALSE,5,3,Yes
1498,a100001205,11-01-2018,Instagram,control,FALSE,English,English,36-45 years,13-01-2018,10-03-2018,Facebook,FALSE,5,3,Yes
1499,a100001206,13-01-2018,Instagram,personalization,TRUE,English,English,30-36 years,13-01-2018,14-04-2018,Instagram,FALSE,5,2,Yes
1500,a100001206,11-01-2018,Instagram,control,FALSE,English,English,45-55 years,13-01-2018,14-04-2018,Instagram,FALSE,5,2,Yes
1501,a100001207,13-01-2018,Email,personalization,TRUE,English,English,36-45 years,13-01-2018,,Email,TRUE,5,4,Yes
1502,a100001207,12-01-2018,Facebook,control,FALSE,English,English,0-18 years,13-01-2018,,Email,TRUE,5,4,Yes
1503,a100001208,13-01-2018,Push,personalization,TRUE,English,English,45-55 years,13-01-2018,,Push,TRUE,5,5,Yes
1504,a100001208,12-01-2018,House Ads,control,FALSE,English,English,19-24 years,13-01-2018,,Push,TRUE,5,5,Yes
1505,a100001209,13-01-2018,Facebook,personalization,TRUE,English,English,55+ years,13-01-2018,,Facebook,TRUE,5,3,Yes
1506,a100001209,12-01-2018,House Ads,control,FALSE,English,English,24-30 years,13-01-2018,,Facebook,TRUE,5,3,Yes
1507,a100001210,14-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1508,a100001210,12-01-2018,House Ads,control,FALSE,English,English,30-36 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1509,a100001211,14-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,14-01-2018,,Facebook,TRUE,6,3,Yes
1510,a100001211,12-01-2018,Push,control,FALSE,English,English,36-45 years,14-01-2018,,Facebook,TRUE,6,3,Yes
1511,a100001212,14-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1512,a100001212,12-01-2018,Facebook,control,FALSE,English,English,45-55 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1513,a100001213,14-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1514,a100001213,12-01-2018,Instagram,control,FALSE,English,English,0-18 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1515,a100001214,14-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,14-01-2018,,Facebook,TRUE,6,3,Yes
1516,a100001214,13-01-2018,Instagram,control,FALSE,English,English,19-24 years,14-01-2018,,Facebook,TRUE,6,3,Yes
1517,a100001215,14-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1518,a100001215,13-01-2018,Facebook,control,FALSE,English,English,24-30 years,14-01-2018,,Instagram,TRUE,6,2,Yes
1519,a100001216,15-01-2018,Email,personalization,FALSE,English,English,0-18 years,15-01-2018,,Email,TRUE,0,4,Yes
1520,a100001216,13-01-2018,House Ads,control,FALSE,English,English,30-36 years,15-01-2018,,Email,TRUE,0,4,Yes
1521,a100001217,15-01-2018,Push,personalization,TRUE,English,English,19-24 years,15-01-2018,,Push,TRUE,0,5,Yes
1522,a100001217,13-01-2018,House Ads,control,FALSE,English,Spanish,36-45 years,15-01-2018,,Push,TRUE,0,5,No
1523,a100001218,15-01-2018,Facebook,personalization,TRUE,English,English,24-30 years,15-01-2018,,Facebook,TRUE,0,3,Yes
1524,a100001218,13-01-2018,House Ads,control,FALSE,English,English,45-55 years,15-01-2018,,Facebook,TRUE,0,3,Yes
1525,a100001219,15-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,15-01-2018,,Instagram,TRUE,0,2,Yes
1526,a100001219,13-01-2018,Push,control,FALSE,English,English,0-18 years,15-01-2018,,Instagram,TRUE,0,2,Yes
1527,a100001220,15-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,15-01-2018,,Facebook,TRUE,0,3,Yes
1528,a100001220,13-01-2018,Facebook,control,FALSE,English,English,19-24 years,15-01-2018,,Facebook,TRUE,0,3,Yes
1529,a100001221,15-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,15-01-2018,,Instagram,TRUE,0,2,Yes
1530,a100001221,14-01-2018,Instagram,control,FALSE,English,English,24-30 years,15-01-2018,,Instagram,TRUE,0,2,Yes
1531,a100001222,16-01-2018,Email,personalization,TRUE,English,English,0-18 years,16-01-2018,,Email,TRUE,1,4,Yes
1532,a100001222,14-01-2018,Instagram,control,FALSE,English,English,30-36 years,16-01-2018,,Email,TRUE,1,4,Yes
1533,a100001223,16-01-2018,Push,personalization,TRUE,English,English,19-24 years,16-01-2018,17-02-2018,Push,FALSE,1,5,Yes
1534,a100001223,14-01-2018,Facebook,control,FALSE,English,English,36-45 years,16-01-2018,17-02-2018,Push,FALSE,1,5,Yes
1535,a100001224,16-01-2018,Facebook,personalization,TRUE,English,English,24-30 years,16-01-2018,23-03-2018,Facebook,FALSE,1,3,Yes
1536,a100001224,14-01-2018,House Ads,control,FALSE,English,English,45-55 years,16-01-2018,23-03-2018,Facebook,FALSE,1,3,Yes
1537,a100001225,16-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,16-01-2018,21-04-2018,Instagram,FALSE,1,2,Yes
1538,a100001225,14-01-2018,House Ads,control,FALSE,English,English,0-18 years,16-01-2018,21-04-2018,Instagram,FALSE,1,2,Yes
1539,a100001226,16-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,16-01-2018,16-04-2018,Facebook,FALSE,1,3,Yes
1540,a100001226,14-01-2018,House Ads,control,FALSE,English,Spanish,19-24 years,16-01-2018,16-04-2018,Facebook,FALSE,1,3,No
1541,a100001227,16-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,16-01-2018,10-02-2018,Instagram,FALSE,1,2,Yes
1542,a100001227,14-01-2018,Push,control,FALSE,English,English,24-30 years,16-01-2018,10-02-2018,Instagram,FALSE,1,2,Yes
1543,a100001228,16-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,16-01-2018,27-03-2018,Instagram,FALSE,1,2,Yes
1544,a100001228,15-01-2018,Facebook,control,FALSE,English,English,30-36 years,16-01-2018,27-03-2018,Instagram,FALSE,1,2,Yes
1545,a100001229,17-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,17-01-2018,17-02-2018,Facebook,FALSE,2,3,Yes
1546,a100001229,15-01-2018,Instagram,control,FALSE,English,English,36-45 years,17-01-2018,17-02-2018,Facebook,FALSE,2,3,Yes
1547,a100001230,17-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,17-01-2018,09-02-2018,Instagram,FALSE,2,2,Yes
1548,a100001230,15-01-2018,Instagram,control,FALSE,English,English,45-55 years,17-01-2018,09-02-2018,Instagram,FALSE,2,2,Yes
1549,a100001231,17-01-2018,Email,personalization,FALSE,English,English,19-24 years,17-01-2018,25-02-2018,Email,FALSE,2,4,Yes
1550,a100001231,15-01-2018,Facebook,control,FALSE,English,English,0-18 years,17-01-2018,25-02-2018,Email,FALSE,2,4,Yes
1551,a100001232,17-01-2018,Push,personalization,TRUE,English,English,19-24 years,17-01-2018,,Push,TRUE,2,5,Yes
1552,a100001232,15-01-2018,House Ads,control,FALSE,English,English,19-24 years,17-01-2018,,Push,TRUE,2,5,Yes
1553,a100001233,17-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,17-01-2018,,Facebook,TRUE,2,3,Yes
1554,a100001233,15-01-2018,House Ads,control,FALSE,English,Spanish,24-30 years,17-01-2018,,Facebook,TRUE,2,3,No
1555,a100001234,17-01-2018,Instagram,personalization,TRUE,English,English,0-18 years,17-01-2018,,Instagram,TRUE,2,2,Yes
1556,a100001234,15-01-2018,House Ads,control,FALSE,English,English,30-36 years,17-01-2018,,Instagram,TRUE,2,2,Yes
1557,a100001235,18-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,18-01-2018,,Facebook,TRUE,3,3,Yes
1558,a100001235,16-01-2018,Push,control,FALSE,English,English,36-45 years,18-01-2018,,Facebook,TRUE,3,3,Yes
1559,a100001236,18-01-2018,Instagram,personalization,TRUE,English,English,24-30 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1560,a100001236,16-01-2018,Facebook,control,FALSE,English,English,45-55 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1561,a100001237,18-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1562,a100001237,16-01-2018,Instagram,control,FALSE,English,English,0-18 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1563,a100001238,18-01-2018,Facebook,personalization,TRUE,English,English,19-24 years,18-01-2018,,Facebook,TRUE,3,3,Yes
1564,a100001238,16-01-2018,Instagram,control,FALSE,English,English,19-24 years,18-01-2018,,Facebook,TRUE,3,3,Yes
1565,a100001239,18-01-2018,Instagram,personalization,TRUE,English,English,19-24 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1566,a100001239,16-01-2018,Facebook,control,FALSE,English,English,24-30 years,18-01-2018,,Instagram,TRUE,3,2,Yes
1567,a100001240,18-01-2018,Email,control,TRUE,English,English,0-18 years,18-01-2018,,Email,TRUE,3,4,Yes
1568,a100001240,16-01-2018,House Ads,control,FALSE,English,English,30-36 years,18-01-2018,,Email,TRUE,3,4,Yes
1569,a100001241,19-01-2018,Push,control,TRUE,English,English,19-24 years,19-01-2018,,Push,TRUE,4,5,Yes
1570,a100001241,16-01-2018,House Ads,control,FALSE,English,Spanish,36-45 years,19-01-2018,,Push,TRUE,4,5,No
1571,a100001242,19-01-2018,Facebook,control,TRUE,English,English,24-30 years,19-01-2018,,Facebook,TRUE,4,3,Yes
1572,a100001242,17-01-2018,House Ads,control,FALSE,English,English,45-55 years,19-01-2018,,Facebook,TRUE,4,3,Yes
1573,a100001243,19-01-2018,Instagram,control,TRUE,English,English,30-36 years,19-01-2018,,Instagram,TRUE,4,2,Yes
1574,a100001243,17-01-2018,Push,control,FALSE,English,English,0-18 years,19-01-2018,,Instagram,TRUE,4,2,Yes
1575,a100001244,19-01-2018,Facebook,control,TRUE,English,English,36-45 years,19-01-2018,,Facebook,TRUE,4,3,Yes
1576,a100001244,17-01-2018,Facebook,control,FALSE,English,English,19-24 years,19-01-2018,,Facebook,TRUE,4,3,Yes
1577,a100001245,19-01-2018,Instagram,control,TRUE,English,English,45-55 years,19-01-2018,,Instagram,TRUE,4,2,Yes
1578,a100001245,17-01-2018,Instagram,control,FALSE,English,English,24-30 years,19-01-2018,,Instagram,TRUE,4,2,Yes
1579,a100001246,20-01-2018,Email,control,TRUE,English,English,55+ years,20-01-2018,,Email,TRUE,5,4,Yes
1580,a100001246,17-01-2018,Instagram,control,FALSE,English,English,30-36 years,20-01-2018,,Email,TRUE,5,4,Yes
